date,raw_description,amount,channel,category
2025-11-22,UPI-BIGBASKET INDIA-75637@upi,514.42,UPI,Groceries
2025-10-10,POS 953538 SPENCERS  LTD MUM,1088.31,POS,Groceries
2026-05-01,POS 966940 DOMINOS PIZZA MUM,356.07,POS,Dining
2025-11-17,POS 85349 SNITCH INDIA GZB,503.18,POS,Shopping
2025-07-14,UPI-UDEMYONLINECOURSE-616643@paytm,2997.78,UPI,Shopping
2025-09-28,UPI-HOTSTAR PVT LTD-191305@ibl,526.99,UPI,Subscriptions
2026-01-26,UPI-PHARMEASY-900398@ybl,296.84,UPI,Health & Fitness
2026-01-22,POS 39479 INOX LEISURE NOIDA,306.98,POS,Entertainment
2026-01-23,IMPS-690606-BLINKIT,780.22,IMPS,Groceries
2026-01-02,UPI-FLIPKART INDIA-656788@oksbi,2972.41,UPI,Shopping
2025-11-25,UPI-JIOMART-31271@upi,930.23,UPI,Groceries
2025-07-08,UPI-ZEPTO-236615@apl,766.75,UPI,Groceries
2025-09-17,UPI-AJIO-740677@okaxis,935.16,UPI,Shopping
2026-04-09,UPI-BOOKSKHARIDOSTORE LTD-967648@ibl,609.97,UPI,Shopping
2026-01-03,UPI-RENT TRANSFER LANDLORD-281150@apl,10000.13,UPI,Rent
2026-06-03,UPI-PLAYSTAT INDIA-565742@oksbi,916.89,UPI,Entertainment
2025-12-12,UPI-DELHI JAL BOARD LTD-600573@oksbi,232.73,UPI,Utilities & Bills
2026-02-28,UPI-APOLLO PHARMACY INDIA-405832@upi,979.04,UPI,Health & Fitness
2025-07-19,UPI-SPOTIFYINDIA-349121@apl,119.81,UPI,Subscriptions
2025-07-06,IMPS-79463-RENTTRANSFERLANDLORD LTD,14408.43,IMPS,Rent
2026-01-20,UPI-GPAY UPI PVT LTD-894744@upi,14795.53,UPI,Transfers & Payments
2026-03-07,UPI-BLUSMART-648453@paytm,174.8,UPI,Transport
2025-08-16,IMPS-466230-HOTSTA,332.21,IMPS,Subscriptions
2025-07-29,UPI-UBERINDIA PVT LTD-452607@ybl,105.05,UPI,Transport
2025-08-10,UPI-DECATHLON INDIA-650813@upi,761.0,UPI,Shopping
2026-02-06,NEFT-NEFTINWARDREMITTANCE PVT LTD-N700233,1001.68,NEFT,Income
2025-09-19,POS 617113 DRLALPATHLABS PVT LTD MUM,1461.43,POS,Health & Fitness
2025-12-02,UPI-MEESHO INDIA-895787@oksbi,161.94,UPI,Shopping
2026-06-24,UPI-BLUSMART INDIA-288813@paytm,294.12,UPI,Transport
2026-05-07,IMPS-814423-XBOX STORE PVT LTD,2733.62,IMPS,Entertainment
2025-10-06,UPI-INDRAPRASTHA GAS LTD-659765@paytm,1297.75,UPI,Utilities & Bills
2025-07-18,POS 95511 HOTSTAR LTD MUM,427.09,POS,Subscriptions
2026-04-03,UPI-CROMA RETAIL PVT LTD-557639@ibl,33543.88,UPI,Shopping
2025-11-06,IMPS-492081-NOBROKER RENT PAY,28543.27,IMPS,Rent
2026-06-11,POS 384542 MCDONALDS DEL,431.33,POS,Dining
2026-01-05,UPI-WOW MOMO PVT LTD-613955@oksbi,269.09,UPI,Dining
2026-02-27,POS 344939 BAJAJFINSERVEMI GZB,2294.02,POS,Transfers & Payments
2025-12-02,NEFT-CAFE COFFEE DAY-N147566,100.62,NEFT,Dining
2025-10-29,UPI-CAFE COFFEE DAY LTD-408524@oksbi,141.29,UPI,Dining
2025-09-18,UPI-NEFT TRANSFER-875190@oksbi,19572.35,UPI,Transfers & Payments
2026-01-06,UPI-PHONEPEUPI INDIA-997729@ybl,14662.72,UPI,Transfers & Payments
2026-05-27,UPI-FAASOS INDIA-290282@ybl,429.35,UPI,Dining
2025-10-17,UPI-CRED PAYMENT-23394@paytm,18761.85,UPI,Transfers & Payments
2025-10-14,POS 218220 ZEPTO GZB,137.31,POS,Groceries
2026-05-01,ACH-NOBROKERRENTPAY LTD-137306,15836.65,ACH,Rent
2025-07-14,POS 829358 PHARMEASY PVT LTD BLR,618.11,POS,Health & Fitness
2026-02-01,UPI-KFC INDIA-471050@apl,265.54,UPI,Dining
2026-05-11,UPI-TATAPLAYDTH-317282@oksbi,506.94,UPI,Utilities & Bills
2026-02-04,POS 748006 CAFE COFFEE DAY INDIA NOIDA,101.62,POS,Dining
2025-09-03,UPI-EATCLUB-575993@upi,187.01,UPI,Dining
2026-03-16,UPI-NEFT TRANSFER-832621@upi,1641.44,UPI,Transfers & Payments
2025-10-19,UPI-AMAZON  INDIA-356395@apl,545.79,UPI,Subscriptions
2025-12-08,UPI-AJIO PVT LTD-161053@upi,3040.89,UPI,Shopping
2025-08-19,UPI-SWIGGY PVT LTD-852201@ybl,361.45,UPI,Dining
2026-06-09,UPI-DELHIJALBOARD PVT LTD-917043@upi,731.44,UPI,Utilities & Bills
2026-05-04,IMPS-606991-FLIPKART,1435.84,IMPS,Shopping
2025-08-25,UPI-CAFECOFFEEDAY-386415@paytm,274.47,UPI,Dining
2026-05-15,POS 28529 ACT FIBERNET GZB,1390.56,POS,Utilities & Bills
2025-10-03,NEFT-NOBROKER RENT PAY PVT LTD-N967302,12309.62,NEFT,Rent
2026-01-22,UPI-DOMINOSPIZZA-97214@upi,404.78,UPI,Dining
2026-01-06,UPI-INDIANOILPETROL PVT LTD-815571@ibl,1388.71,UPI,Transport
2026-05-01,NEFT-NEFT INWARD REMITTANCE PVT LTD-N465637,9325.09,NEFT,Income
2025-10-19,UPI-SCALER ACADEMY-362939@oksbi,5307.41,UPI,Shopping
2026-06-07,UPI-YOUTUBEPREMIUM LTD-415463@ibl,129.18,UPI,Subscriptions
2025-11-08,POS 9105 BIGBASKET NOIDA,1571.86,POS,Groceries
2025-10-26,UPI-MORE SUPERM-417359@apl,915.81,UPI,Groceries
2025-12-08,NEFT-SCALER ACADEMY-N425068,17584.72,NEFT,Shopping
2025-12-14,UPI-AJIO-483446@apl,1874.24,UPI,Shopping
2025-11-02,POS 83467 REDBUS NOIDA,1460.94,POS,Transport
2025-09-25,UPI-PVRCINEMAS-557379@ibl,333.84,UPI,Entertainment
2026-05-27,POS 108798 CULTFIT LTD BLR,663.8,POS,Health & Fitness
2026-06-01,POS 487490 ZEPTO INDIA GZB,561.93,POS,Groceries
2026-05-18,POS 72603 UDEMYONLINECOURSE INDIA NOIDA,908.42,POS,Shopping
2025-12-28,UPI-DELHI METR INDIA-474866@paytm,20.42,UPI,Transport
2026-05-05,NEFT-RENT TRANSFER-N582242,28211.15,NEFT,Rent
2026-04-19,UPI-BOOKMYSHOW PVT LTD-635394@oksbi,526.78,UPI,Entertainment
2025-12-23,UPI-CRED PAYMENT-530057@upi,1378.41,UPI,Transfers & Payments
2026-03-26,IMPS-391963-NATURES PVT LTD,1732.43,IMPS,Groceries
2025-07-27,POS 70113 BLUSMART PVT LTD MUM,154.02,POS,Transport
2026-06-02,UPI-HOTSTAR-916700@ybl,432.36,UPI,Subscriptions
2025-12-06,NEFT-VODAFONE IDEA INDIA-N136215,449.96,NEFT,Utilities & Bills
2026-05-26,UPI-PHONEPE UPI LTD-703667@upi,13774.74,UPI,Transfers & Payments
2025-08-17,NEFT-XBOX STORE INDIA-N534188,958.22,NEFT,Entertainment
2025-12-22,IMPS-202332-RAPIDO BIKE INDIA,48.21,IMPS,Transport
2025-08-21,UPI-SWIGGY PVT LTD-919964@apl,417.93,UPI,Dining
2026-06-20,UPI-VODAFONE IDEA LTD-757215@oksbi,150.62,UPI,Utilities & Bills
2026-05-09,IMPS-246369-IRCTC INDIA,927.37,IMPS,Transport
2025-10-08,NEFT-INDIANOILPETROL-N462999,1032.87,NEFT,Transport
2026-01-31,UPI-MORE SUPERMARKET LTD-841181@ibl,224.9,UPI,Groceries
2026-04-10,POS 893512 NATURES BASKET DEL,438.14,POS,Groceries
2026-03-20,UPI-DRLALPATHLABS INDIA-97168@ybl,2134.21,UPI,Health & Fitness
2025-07-04,IMPS-86569-ASPECT RA INDIA,55622.38,IMPS,Income
2026-05-29,POS 145283 SWIGGY LTD DEL,184.19,POS,Dining
2026-06-04,ACH-CRED R-20927,11309.94,ACH,Rent
2025-08-07,IMPS-128767-CREDRENTPAYMENT PVT LTD,10045.6,IMPS,Rent
2026-03-13,UPI-SCALER ACADEMY-663652@ibl,13266.99,UPI,Shopping
2026-05-11,UPI-INOXLEISURE-437802@ybl,697.25,UPI,Entertainment
2026-03-27,UPI-HALDIR INDIA-916754@oksbi,100.76,UPI,Dining
2025-07-09,UPI-BLUSMART-362551@ybl,391.74,UPI,Transport
2025-12-18,UPI-AMAZONPRIME PVT LTD-573536@okaxis,1093.16,UPI,Subscriptions
2026-03-03,IMPS-67165-NATURES BASKET LTD,1171.62,IMPS,Groceries
2025-07-23,UPI-HDFC HOME LOAN EMI-331926@okaxis,20312.4,UPI,Transfers & Payments
2025-07-19,UPI-NEFT TRANSFER LTD-301009@okaxis,37420.86,UPI,Transfers & Payments
2025-09-02,UPI-FAASOS INDIA-933694@oksbi,302.33,UPI,Dining
2025-10-04,IMPS-970209-IMPS INWARD P2P PVT LTD,6538.89,IMPS,Income
2025-08-10,POS 309036 BLINKI MUM,109.47,POS,Groceries
2026-05-05,UPI-DELHI METRO RAIL LTD-724270@oksbi,36.07,UPI,Transport
2026-02-08,UPI-HALDIRAM-79686@upi,262.57,UPI,Dining
2025-09-12,IMPS-37489-RAPIDO BIKE INDIA,42.55,IMPS,Transport
2026-04-17,UPI-RELIANCEFRESH LTD-713048@oksbi,1370.35,UPI,Groceries
2026-03-29,UPI-OLACABS PVT LTD-682113@okaxis,106.17,UPI,Transport
2026-03-23,UPI-BURGERKING-124481@okaxis,390.23,UPI,Dining
2025-11-24,IMPS-210902-PVR CINEMAS INDIA,313.54,IMPS,Entertainment
2026-02-01,ACH-NOBROKER RENT PAY PVT LTD-701280,12414.09,ACH,Rent
2025-12-01,UPI-WOW MOMO LTD-833250@okaxis,164.71,UPI,Dining
2025-10-30,POS 379427 MCDONALDS GZB,297.38,POS,Dining
2025-08-14,UPI-NYKAA INDIA-752759@upi,804.06,UPI,Shopping
2025-08-07,POS 674540 INTERVIEWBIT PVT LTD DEL,1809.91,POS,Shopping
2026-04-09,UPI-HOTSTAR LTD-806077@ybl,523.59,UPI,Subscriptions
2026-03-02,NEFT-ASPECTRATIOSALARY LTD-N339334,84949.39,NEFT,Income
2025-08-10,POS 288782 JIOMART BLR,964.11,POS,Groceries
2025-09-25,UPI-NETFLIX-162684@ybl,394.27,UPI,Subscriptions
2026-04-15,UPI-PLAYSTATIONSTORE-86168@paytm,3649.09,UPI,Entertainment
2026-04-19,POS 933180 DR LAL INDIA GZB,618.17,POS,Health & Fitness
2026-06-16,UPI-CRED PAYM-723063@paytm,1237.19,UPI,Transfers & Payments
2026-05-07,UPI-SCALERACADEMY PVT LTD-770864@apl,7982.02,UPI,Shopping
2025-08-24,UPI-BLUSMART INDIA-129473@okaxis,240.96,UPI,Transport
2026-01-13,UPI-ZOMATO INDIA-261330@apl,755.05,UPI,Dining
2025-09-20,UPI-CULTFIT INDIA-922777@okaxis,1118.44,UPI,Health & Fitness
2025-11-01,UPI-BARBEQUENATION PVT LTD-52021@paytm,974.16,UPI,Dining
2025-07-05,UPI-TATA PLAY DTH INDIA-141440@okaxis,564.63,UPI,Utilities & Bills
2025-07-27,UPI-CULTFIT LTD-381133@ibl,708.23,UPI,Health & Fitness
2025-11-21,POS 714449 INDIAN OIL PETROL GZB,535.29,POS,Transport
2025-12-21,UPI-PAYTM UPI PVT LTD-792638@ybl,888.52,UPI,Transfers & Payments
2025-09-09,UPI-FLIPKART INDIA-545559@oksbi,306.48,UPI,Shopping
2026-05-03,IMPS-776232-NEFTINWARDREMITTANCE,14489.58,IMPS,Income
2026-03-30,POS 856374 DELHI JAL  INDIA DEL,281.41,POS,Utilities & Bills
2026-06-18,UPI-SONY LIV-498643@okaxis,953.66,UPI,Subscriptions
2026-04-25,POS 813233 MAX HOSPIT NOIDA,707.46,POS,Health & Fitness
2026-06-24,UPI-NFLX*NETFLIX-463462@okaxis,277.92,UPI,Subscriptions
2026-05-10,UPI-CROMA RETAIL-741058@ybl,11492.26,UPI,Shopping
2025-12-08,UPI-TATA PLAY DTH INDIA-957431@ibl,358.59,UPI,Utilities & Bills
2025-10-07,UPI-DELHI METRO RAIL PVT LTD-586196@okaxis,26.57,UPI,Transport
2026-06-26,POS 333441 PHONEPEUPI INDIA NOIDA,2521.11,POS,Transfers & Payments
2026-04-20,UPI-PHONEPE UPI INDIA-940272@oksbi,13427.86,UPI,Transfers & Payments
2025-11-25,UPI-HDFC CREDIT CARD AUTOPAY-364188@oksbi,12466.59,UPI,Transfers & Payments
2026-04-02,UPI-PVRCINEMAS-730988@okaxis,316.96,UPI,Entertainment
2025-07-26,UPI-YOUTUBE PREMIUM-237633@upi,132.25,UPI,Subscriptions
2025-08-21,POS 6433 HALDIRAM LTD GZB,482.52,POS,Dining
2026-03-01,NEFT-FAASOS PVT LTD-N337768,146.88,NEFT,Dining
2026-04-20,UPI-PIZZAHUT-958590@ybl,404.78,UPI,Dining
2026-03-02,IMPS-920331-RENT TRANSFER LANDLORD PVT LTD,10028.07,IMPS,Rent
2025-12-19,UPI-FASTAGRECHARGE-550787@oksbi,832.63,UPI,Transport
2025-10-07,UPI-WOW MOMO PVT LTD-171387@upi,152.65,UPI,Dining
2025-12-20,UPI-ZEPTO-708160@apl,129.85,UPI,Groceries
2026-03-21,POS 702765 ACTFIBERNET INDIA DEL,727.32,POS,Utilities & Bills
2025-07-04,NEFT-HALDIRAM LTD-N469436,327.26,NEFT,Dining
2026-04-20,UPI-PHONEPEUPI PVT LTD-727420@ybl,176.8,UPI,Transfers & Payments
2026-06-17,UPI-KFC-670737@okaxis,267.54,UPI,Dining
2026-02-18,UPI-ZEPTO-392774@oksbi,494.18,UPI,Groceries
2025-10-07,ACH-FDMATURITYPROCEEDS-916548,65795.73,ACH,Income
2025-08-09,POS 65758 DELHI JAL BOARD GZB,689.12,POS,Utilities & Bills
2025-12-15,UPI-JIOMART INDIA-122886@upi,371.72,UPI,Groceries
2026-02-14,POS 139353 AIRTEL PAYMENTS INDIA GZB,295.69,POS,Utilities & Bills
2025-12-05,UPI-DELHI JAL BOARD INDIA-267817@apl,200.01,UPI,Utilities & Bills
2025-12-24,UPI-BLINKIT-64182@paytm,975.22,UPI,Groceries
2025-09-08,UPI-SNITCH INDIA-393650@oksbi,902.37,UPI,Shopping
2025-08-06,IMPS-140449-IMPS INWARD P2P,4557.51,IMPS,Income
2026-01-18,IMPS-793911-RAPIDO ,40.08,IMPS,Transport
2026-01-11,UPI-HP PETROL PUMP LTD-484000@okaxis,560.16,UPI,Transport
2026-06-04,UPI-BLINKI LTD-217092@paytm,109.16,UPI,Groceries
2025-07-25,POS 422805 EATCLUB NOIDA,169.22,POS,Dining
2025-11-26,UPI-SWIGGYINSTAMART-335394@ibl,525.38,UPI,Groceries
2025-09-12,UPI-HOTSTAR-232780@oksbi,407.36,UPI,Subscriptions
2025-09-28,POS 583851 EATCLUB INDIA NOIDA,150.77,POS,Dining
2025-12-11,POS 157466 REDBUS INDIA MUM,598.41,POS,Transport
2025-10-24,UPI-STEAMPURCHASE LTD-845917@oksbi,2559.23,UPI,Entertainment
2025-09-07,UPI-ACTFIBERNET PVT LTD-214214@okaxis,1034.58,UPI,Utilities & Bills
2026-04-06,NEFT-INTEREST CREDIT SB AC-N282502,370.29,NEFT,Income
2025-10-05,POS 760489 JIO RECHARGE GZB,189.03,POS,Utilities & Bills
2025-07-08,UPI-RELIANCEFRESH LTD-778493@paytm,925.18,UPI,Groceries
2026-06-26,POS 579897 PVRCINEMAS LTD MUM,841.28,POS,Entertainment
2025-12-05,UPI-HPPETROLPUMP-926695@oksbi,1042.9,UPI,Transport
2025-12-11,POS 329122 NETMEDS PVT LTD NOIDA,152.19,POS,Health & Fitness
2025-07-03,ACH-CRED RENT PAYMENT-608275,20368.34,ACH,Rent
2026-01-11,UPI-BIGBASKET LTD-524555@ibl,1299.87,UPI,Groceries
2026-03-08,POS 484214 HOTSTAR INDIA BLR,943.35,POS,Subscriptions
2026-03-08,POS 673985 RAPIDOBIKE DEL,83.92,POS,Transport
2025-07-04,NEFT-RENTTRANSFERLANDLORD LTD-N72269,20001.78,NEFT,Rent
2025-07-31,UPI-WOW MOMO-958089@oksbi,208.66,UPI,Dining
2025-07-07,UPI-WOWMOMO PVT LTD-562762@okaxis,100.07,UPI,Dining
2025-09-30,POS 550857 CULTFIT BLR,645.16,POS,Health & Fitness
2025-11-14,POS 392172 HOTSTAR NOIDA,551.81,POS,Subscriptions
2025-08-11,UPI-BIGBASKET-99042@oksbi,702.07,UPI,Groceries
2026-06-25,UPI-JIORECHARGE INDIA-887392@oksbi,502.52,UPI,Utilities & Bills
2025-07-22,POS 499598 OLACABS MUM,80.91,POS,Transport
2026-04-15,POS 974882 KFC LTD MUM,200.12,POS,Dining
2026-06-30,POS 314814 ZEPTO BLR,354.44,POS,Groceries
2026-04-03,POS 829897 ACTFIBERNET LTD DEL,900.63,POS,Utilities & Bills
2025-10-27,UPI-HDFC HOME LOAN EMI PVT LTD-635565@apl,22536.61,UPI,Transfers & Payments
2025-11-17,UPI-INDRAPRASTHA GAS INDIA-515435@ybl,539.26,UPI,Utilities & Bills
2026-04-26,UPI-PAYTM UPI-810676@ibl,1836.26,UPI,Transfers & Payments
2025-09-17,UPI-BLINKIT LTD-776584@oksbi,190.26,UPI,Groceries
2026-02-13,NEFT-ZOMATO PVT LTD-N108197,133.7,NEFT,Dining
2026-03-20,UPI-NATURE-372106@ibl,314.72,UPI,Groceries
2025-07-07,POS 818018 INDRAPRASTHAGAS INDIA DEL,977.94,POS,Utilities & Bills
2025-09-25,UPI-BSES RAJDHANI POWER LTD-146584@okaxis,817.38,UPI,Utilities & Bills
2025-11-19,UPI-MYNTRA-379666@okaxis,3609.6,UPI,Shopping
2025-10-09,UPI-STEAM P PVT LTD-8096@oksbi,597.99,UPI,Entertainment
2026-02-11,POS 143736 AMAZONPRIME MUM,422.39,POS,Subscriptions
2025-09-29,UPI-SBI PERSONAL LOAN EMI PVT LTD-306605@upi,9829.66,UPI,Transfers & Payments
2025-11-21,UPI-RELIANCE DIGITAL INDIA-383746@paytm,34881.22,UPI,Shopping
2026-04-08,UPI-JIOMART INDIA-989780@upi,374.72,UPI,Groceries
2026-01-26,POS 665100 PHARMEASY LTD MUM,229.08,POS,Health & Fitness
2026-01-10,UPI-APPLEMUSIC-503514@ibl,115.06,UPI,Subscriptions
2026-01-01,UPI-INTERVIEWBIT-623665@upi,4344.52,UPI,Shopping
2025-12-29,POS 47448 MCDONALDS GZB,585.37,POS,Dining
2025-12-17,IMPS-112090-SONY LIV INDIA,299.08,IMPS,Subscriptions
2026-04-12,POS 232768 JIOMART NOIDA,537.94,POS,Groceries
2025-07-13,UPI-NYKAA INDIA-966264@paytm,329.64,UPI,Shopping
2025-12-23,UPI-HDFC CREDIT -507384@okaxis,7988.08,UPI,Transfers & Payments
2025-12-01,UPI-SCALERACADEMY-24682@apl,7942.56,UPI,Shopping
2025-11-02,UPI-PIZZA  PVT LTD-588044@oksbi,851.19,UPI,Dining
2025-10-04,UPI-MORE SUPERMARKET INDIA-415798@paytm,906.86,UPI,Groceries
2026-02-04,ACH-IMPSINWARDP2P LTD-216780,1236.02,ACH,Income
2026-04-01,UPI-BOOKMYSHOW PVT LTD-207647@oksbi,216.88,UPI,Entertainment
2026-05-24,UPI-SONYLIV INDIA-642003@oksbi,540.2,UPI,Subscriptions
2026-06-10,UPI-INDIAN OIL PETROL PVT LTD-964308@ibl,1370.75,UPI,Transport
